baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	TE_ID	Class	Subclass	Family	Subfamily
208.82510151207546	4.417321787077311	0.25209405382331734	15.539128066157426	1.885310516942305e-54	3.333857430792976e-52	TF000252|Pao_Bel_Ele61	Class I	LTR Retrotransposons	Pao_Bel	NA
3210.0400374325127	4.2252345277370695	0.4126908925092002	9.026694301604977	1.769358361750625e-19	1.1042877775396548e-17	TF000143|Ty3_gypsy_Ele48	Class I	LTR Retrotransposons	Ty3_gypsy	Mag
1739.5622582116425	4.118302095099441	0.3806654339452134	9.50520265945712	1.9965886356159508e-21	1.4122536949256827e-19	TF000130|Ty1_copia_Ele1	Class I	LTR Retrotransposons	Ty1_copia	NA
722.4069895871504	3.9075628630579327	0.2647874081427037	12.869051768585127	6.722233613066501e-38	7.924766514959509e-36	TF000987|Ty1_copia_Ele164	Class I	LTR Retrotransposons	Ty1_copia	NA
131.38696487143963	3.8876194178453094	0.4058973618638694	8.34600008802584	7.061375506615514e-17	3.567675910723362e-15	TF000012|Outcast_Ele1	Class I	Non-LTR Retrotransposons	Outcast	NA
246.77079213784228	3.8765889867407077	0.31205086570184093	10.820636498304026	2.7486182749257432e-27	2.9162839896962132e-25	TF001007|Tc1_Ele10	Class II	Cut and paste DNA transposon	Tc1	NA
84.49918030786182	3.763569082657776	0.4879075570359071	6.6889086581981285	2.248410086573454e-11	8.519868220908696e-10	TF000487|Ty3_gypsy_Ele144	Class I	LTR Retrotransposons	Ty3_gypsy	Mdg3
599.5458798777393	3.655643214054268	0.2369374125741443	13.31846743733128	1.807804440045504e-40	2.3976006386103494e-38	TF000290|Pao_Bel_Ele137	Class I	LTR Retrotransposons	Pao_Bel	NA
484.9663027906714	3.457677406436979	0.3458368894695219	8.552232270460653	1.2073051903331977e-17	7.11639337190846e-16	TF001072|Ty1_copia_Ele214	Class I	LTR Retrotransposons	Ty1_copia	NA
1606.6025388765086	3.452304188103836	0.46205455860495825	6.389514253506069	1.6641352645100183e-10	5.885491718817098e-9	TF000113|Ty3_gypsy_Ele22	Class I	LTR Retrotransposons	Ty3_gypsy	Mdg3
539.7570772367069	3.326941923631582	0.46011984681178986	6.143925203878308	8.050676340606767e-10	2.6693023741824312e-8	TF000778|Ty1_copia_Ele87	Class I	LTR Retrotransposons	Ty1_copia	NA
177.74843996082285	3.252061216068857	0.6834880568710068	4.026494959791591	5.661445242267083e-5	9.688376454911895e-4	TF000182|I_Ele37	Class I	Non-LTR Retrotransposons	I	NA
42.54578731054185	3.1835953890613498	0.8825180624711687	3.040839052684002	0.0023591990367160223	0.02720771932560543	TF000907|AeHerves2	Class II	Cut and paste DNA transposon	hAT	NA
447.4533103307916	3.142370161562787	0.31195466728330196	8.470365853392138	2.44623487921597e-17	1.3660290562358654e-15	TF000129|Ty3_gypsy_Ele38	Class I	LTR Retrotransposons	Ty3_gypsy	Mag
480.9183988966737	3.107041702806971	0.2522628877952041	10.334622447212524	4.913431127613044e-25	4.344292021997866e-23	TF000630|Ty1_copia_Ele18	Class I	LTR Retrotransposons	Ty1_copia	NA
91.17937079064738	3.029763498700762	0.44650968950441117	5.665640764724704	1.4647611737713686e-8	4.2003016361389787e-7	TF000903|ITmD37E_Ele12	Class II	Cut and paste DNA transposon	ITmD37E	NA
3464.6673772293143	3.026634479267514	0.26813115051115566	9.423129220349178	4.3784077111805e-21	2.903431613476569e-19	TF001163|PIF_Ele2	Class II	Cut and paste DNA transposon	PIF	NA
2454.234367598189	3.014895176952898	0.3433048187927568	7.325545810270341	2.379283318073499e-13	9.709306155676856e-12	TF000415|Ty3_gypsy_Ele115	Class I	LTR Retrotransposons	Ty3_gypsy	Osvaldo
258.18820147055493	3.0096013599198024	0.3796440605993427	6.610405957511633	3.8326753128013197e-11	1.4022305196145517e-9	TF000585|Pao_Bel_Ele146	Class I	LTR Retrotransposons	Pao_Bel	NA
98.8083550850267	2.860721776932242	0.2985786925216536	7.906531296639787	2.6465978599852286e-15	1.170016803935195e-13	TF000402|Pao_Bel_Ele58	Class I	LTR Retrotransposons	Pao_Bel	NA
98.8083550850267	2.860721776932242	0.2985786925216538	7.9065312966397805	2.6465978599853608e-15	1.170016803935195e-13	TF001171|Pao_Bel_Ele164	Class I	LTR Retrotransposons	Pao_Bel	NA
952.6130759071171	2.820778135325842	0.22078477803021834	10.511495203750876	7.647139300962413e-26	7.376013453019201e-24	TF000663|Ty1_copia_Ele41	Class I	LTR Retrotransposons	Ty1_copia	NA
978.5792133693623	2.7948385589360094	0.27363781882574356	8.386408606762778	5.012190440781714e-17	2.658967028834699e-15	TF000134|Ty3_gypsy_Ele39	Class I	LTR Retrotransposons	Ty3_gypsy	Mag
45.62544068349744	2.733589105467062	0.471420012447844	4.738002304715855	2.1583535839321532e-6	4.770860734483364e-5	TF001187|AeBuster4	Class II	Cut and paste DNA transposon	hAT	NA
250.23340589588145	2.7009593714240387	0.4000546304699223	5.501647034652973	3.7625963735950486e-8	9.980286880960867e-7	TF001144|Ty1_copia_Ele109	Class I	LTR Retrotransposons	Ty1_copia	NA
253.64344718409387	2.6978802599260496	0.40232225532171034	5.462984537528382	4.6819539607443643e-8	1.2115983298414075e-6	TF000141|Ty3_gypsy_Ele46	Class I	LTR Retrotransposons	Ty3_gypsy	Mag
1624.702686040635	2.6130579938292704	0.3003400751255368	7.035551259504913	1.9847473389500994e-12	7.799321950466872e-11	TF001074|Ty1_copia_Ele196	Class I	LTR Retrotransposons	Ty1_copia	NA
283.1981910743742	2.6065220106531632	0.34714544483752346	6.0681251676486525	1.2941203375805512e-9	4.1099739499848803e-8	TF000760|Ty1_copia_Ele83	Class I	LTR Retrotransposons	Ty1_copia	NA
301.6082552554775	2.5651220749834893	0.2542475244155992	8.122486461688375	4.567284639066996e-16	2.202676819113674e-14	TF000393|Pao_Bel_Ele40	Class I	LTR Retrotransposons	Pao_Bel	NA
3.913343910723004	2.503086098312732	0.8921943860152913	2.2451229571830114	0.024760240211113924	0.19901980957569598	TF001183|Pao_Bel_Ele188	Class I	LTR Retrotransposons	Pao_Bel	NA
174.7809597830586	2.406758864853059	0.4506010560482329	4.231589871482584	2.3204524113568453e-5	4.3192982604379175e-4	TF000384|Ty3_gypsy_Ele103	Class I	LTR Retrotransposons	Ty3_gypsy	Mag
87.72253426100522	2.3519170449267714	0.24067996187548413	7.6945210997036035	1.4202510833829514e-14	6.027545597877245e-13	TF001137|Ty1_copia_Ele231	Class I	LTR Retrotransposons	Ty1_copia	NA
1990.5570432032275	2.276799174229661	0.32204361063498865	5.517262617712743	3.443207083416117e-8	9.613796619748687e-7	TF000484|Ty3_gypsy_Ele141	Class I	LTR Retrotransposons	Ty3_gypsy	Mdg3
17.645274839032794	2.2675099589191343	0.4710054202874956	3.752631886572068	1.749877176724232e-4	0.0027303230654476623	TF000493|Pao_Bel_Ele197	Class I	LTR Retrotransposons	Pao_Bel	NA
34385.79524469459	2.2367454089131735	0.315091031253432	5.51188461951583	3.550116292304913e-8	9.658136887526955e-7	TF000518|Pao_Bel_Ele92	Class I	LTR Retrotransposons	Pao_Bel	NA
185.860838028739	2.2273693195455406	0.47122454743515435	3.6657031747337943	2.466598902690466e-4	0.0036860020221895556	TF000588|Pao_Bel_Ele142	Class I	LTR Retrotransposons	Pao_Bel	NA
173.50907692541676	2.2194904112734557	0.3381294991712308	5.085301387450657	3.6704274840690875e-7	8.654052356882893e-6	TF000389|Ty3_gypsy_Ele108	Class I	LTR Retrotransposons	Ty3_gypsy	Mag
208.2256750832368	2.189536843579985	0.40685102846656257	4.152716167261308	3.285521484094275e-5	5.809897157706709e-4	TF001060|Ty1_copia_Ele182	Class I	LTR Retrotransposons	Ty1_copia	NA
1826.4971359407468	2.163982774547535	0.43107233844992704	3.860101022791147	1.133401580075752e-4	0.0018500601176313428	TF000429|Jockey_Ele7	Class I	Non-LTR Retrotransposons	Jockey	NA
570.4072528882841	2.1344726083572643	0.35499051618802363	4.604271195491748	4.139127998373383e-6	8.445413088988768e-5	TF000653|Ty1_copia_Ele32	Class I	LTR Retrotransposons	Ty1_copia	NA
218.96300033931857	2.1054374284023023	0.37758448516587806	4.251862805477856	2.119997246307403e-5	4.016637639878848e-4	TF000631|Ty1_copia_Ele19	Class I	LTR Retrotransposons	Ty1_copia	NA
782.1789360149302	2.0978865262219037	0.3265285812878295	4.893557923535623	9.902915007340364e-7	2.2355303878272607e-5	TF000516|Pao_Bel_Ele88	Class I	LTR Retrotransposons	Pao_Bel	NA
516.7672647763205	2.0880549216428723	0.349671850501648	4.541557804451828	5.5840070380957085e-6	1.1178549938527447e-4	TF000709|Ty1_copia_Ele65	Class I	LTR Retrotransposons	Ty1_copia	NA
180.25831852667847	2.0769716564473564	0.7537547232924857	2.092154924826164	0.03642465919594889	0.2647024890883683	TF000517|Pao_Bel_Ele90	Class I	LTR Retrotransposons	Pao_Bel	NA
36.381885787832715	2.0678624556357716	0.3380294859809123	4.638241693874909	3.513857329641282e-6	7.4564052534988e-5	TF000604|Pao_Bel_Ele154	Class I	LTR Retrotransposons	Pao_Bel	NA
91.34198076390622	2.0662800675140445	0.3370779764873056	4.646640174585927	3.373849056602169e-6	7.30541601847939e-5	TF000243|Pao_Bel_Ele43	Class I	LTR Retrotransposons	Pao_Bel	NA
239.61530961255812	2.05699205205898	0.35612517678454303	4.372035883890808	1.2309328740604729e-5	2.3745814170512028e-4	TF000624|Ty1_copia_Ele12	Class I	LTR Retrotransposons	Ty1_copia	NA
443.55711824402215	2.0040589269385274	0.29498166329052566	5.098821771362747	3.4177416211850243e-7	8.24141786381207e-6	TF000352|Pao_Bel_Ele191	Class I	LTR Retrotransposons	Pao_Bel	NA
15.774590771027293	1.9990852800433982	0.7256678219572454	2.065800955594419	0.038847277844785436	0.280387495192635	TF000549|Ty3_gypsy_Ele165	Class I	LTR Retrotransposons	Ty3_gypsy	Mdg1
473.442297850405	1.9624025867702495	0.43212165099870575	3.3842381731866276	7.137605822464659e-4	0.009964473391625005	TF000241|Pao_Bel_Ele39	Class I	LTR Retrotransposons	Pao_Bel	NA
6952.398957376164	1.9532880513084496	0.2396068337661604	6.065303015216826	1.317051030155381e-9	4.1099739499848803e-8	TF000639|Ty1_copia_Ele27	Class I	LTR Retrotransposons	Ty1_copia	NA
16.22592011955023	1.917479403438396	0.49298549435851713	2.8752963721231786	0.004036484146202735	0.04198734979530492	TF000200|L1_Ele26	Class I	Non-LTR Retrotransposons	L1	NA
0.3790351095899353	1.914295727832844	2.636929981652821	0.5363417829343983	0.5917223584867195	1	TF001014|Tc1_Ele17	Class II	Cut and paste DNA transposon	Tc1	NA
185.6561157004484	1.887405122260053	0.22102498089067218	6.277141690813307	3.4485379491843415e-10	1.1802899238982537e-8	TF001152|Ty1_copia_Ele144	Class I	LTR Retrotransposons	Ty1_copia	NA
39.08174283924956	1.8718909957902714	0.38452416260431366	3.567762781144098	3.600422309820353e-4	0.005162227122593776	TF000122|Ty3_gypsy_Ele31	Class I	LTR Retrotransposons	Ty3_gypsy	Mag
236.58563589380987	1.8663339325662327	0.23503353471820143	5.8133573755950545	6.1232143761309285e-9	1.8046473480763653e-7	TF001134|Ty1_copia_Ele129	Class I	LTR Retrotransposons	Ty1_copia	NA
728.3498798427975	1.8620861555017119	0.3265139702408118	4.1716014616377395	3.0246632175967558e-5	5.439267243847725e-4	TF000660|Ty1_copia_Ele38	Class I	LTR Retrotransposons	Ty1_copia	NA
102.87232542227511	1.842426448897994	0.43545678579088015	3.082800619262066	0.0020506249472501095	0.02472401214809507	TF000027|I_Ele2	Class I	Non-LTR Retrotransposons	I	NA
257.00766418084373	1.838239262119527	0.246163034465303	5.436394075277592	5.43696361054841e-8	1.373480569236158e-6	TF001116|Ty1_copia_Ele134	Class I	LTR Retrotransposons	Ty1_copia	NA
74.58238758921776	1.8044953744237258	0.30950709853619646	4.2147510690168115	2.5005384055104547e-5	4.5742607728389525e-4	TF000800|Pao_Bel_Ele204	Class I	LTR Retrotransposons	Pao_Bel	NA
194.7769216281072	1.7794063414458812	0.4236273610628649	3.020122067271338	0.0025267282884580697	0.028684796688913827	TF000110|Ty3_gypsy_Ele19	Class I	LTR Retrotransposons	Ty3_gypsy	Mdg3
2.449976967438861	1.7742000391479618	1.3200829920832156	0.9652423724792892	0.3344234282884306	1	TF000904|ITmD37D_Ele1	Class II	Cut and paste DNA transposon	ITmD37D	NA
510.4068133380806	1.761498306591628	0.2723575928400381	4.631772125158028	3.6254906805997077e-6	7.542442376698608e-5	TF000583|Pao_Bel_Ele148	Class I	LTR Retrotransposons	Pao_Bel	NA
74.49095968849169	1.749033506056112	0.34117889299748855	3.6609342831337055	2.5129721461079034e-4	0.003703143676417341	TF000438|Pao_Bel_Ele195	Class I	LTR Retrotransposons	Pao_Bel	NA
1130.6332571229814	1.736624699273565	0.32255182360373624	3.8338791126873066	1.2613814969844787e-4	0.0020277663156068665	TF000909|AeTip1	Class II	Cut and paste DNA transposon	hAT	NA
40.53316988809376	1.7220200873995026	0.48819179306018134	2.503155736681668	0.012309136683628437	0.11162388052418608	TF000161|I_Ele34	Class I	Non-LTR Retrotransposons	I	NA
145.4887904005995	1.7094890207911115	0.3932337494919946	3.075750803062071	0.002099732536190647	0.025031642931441306	TF000520|Pao_Bel_Ele96	Class I	LTR Retrotransposons	Pao_Bel	NA
261.3181194558864	1.7019175051220974	0.3771456663167057	3.1868787380226578	0.001438170573086026	0.01883825898820091	TF000482|Ty3_gypsy_Ele139	Class I	LTR Retrotransposons	Ty3_gypsy	Mdg3
5.729963568962785	1.6980984631860787	0.6270769187902453	1.9106084553350269	0.056054916962596936	0.3788169866071041	TF001033|Ty1_copia_Ele171	Class I	LTR Retrotransposons	Ty1_copia	NA
256.43026458339455	1.6584849778712583	0.35200765520634925	3.29107893176967	9.980390521830442e-4	0.013575890184182177	TF000409|Pao_Bel_Ele68	Class I	LTR Retrotransposons	Pao_Bel	NA
5.002799636299983	1.6567790984098218	1.0114298931930759	1.1437066535159246	0.2527453131340668	1	TF001026|piggyBac_Ele2	Class II	Cut and paste DNA transposon	piggyBac	NA
204.99126997390553	1.6532065278633847	0.23115788848026472	4.988826189082622	6.074727114639775e-7	1.401149014920174e-5	TF000932|Ty3_gypsy_Ele190	Class I	LTR Retrotransposons	Ty3_gypsy	Osvaldo
156.31711609850998	1.6527698766231933	0.3020948394684112	3.815920452834262	1.3567621191635506e-4	0.002148544191690339	TF000302|Pao_Bel_Ele159	Class I	LTR Retrotransposons	Pao_Bel	NA
25.22387190586567	1.6327470328909872	0.39078816928114507	2.8986216112291108	0.003748069244679689	0.0397670146860515	TF000153|L1_Ele9	Class I	Non-LTR Retrotransposons	L1	NA
72.7926170871414	1.617599184918068	0.4896391393519315	2.2824956076780984	0.0224600965075395	0.18472994104263107	TF000192|Outcast_Ele12	Class I	Non-LTR Retrotransposons	Outcast	NA
36.868445557597596	1.6130600917142874	0.42848630730514814	2.5976561508221487	0.009386243257579651	0.0881310097016992	TF000234|Pao_Bel_Ele25	Class I	LTR Retrotransposons	Pao_Bel	NA
209.73254292304657	1.6050372807748072	0.3243299989004938	3.4071386690129724	6.56477653304511e-4	0.009286970535414482	TF000125|Ty3_gypsy_Ele34	Class I	LTR Retrotransposons	Ty3_gypsy	Mag
61.016284173641154	1.6048003575314667	0.349366733984749	3.162294088308061	0.0015653139409111067	0.01987654677059319	TF000310|Pao_Bel_Ele175	Class I	LTR Retrotransposons	Pao_Bel	NA
409.7280383199899	1.6002374550513991	0.24319619403656523	4.524073493049712	6.0660644877982725e-6	1.1918693373248088e-4	TF000628|Ty1_copia_Ele16	Class I	LTR Retrotransposons	Ty1_copia	NA
1742.4376855821897	1.5784281636941895	0.2770528133600094	3.8925003165113243	9.921637014289057e-5	0.001644821386275108	TF000413|Ty3_gypsy_Ele113	Class I	LTR Retrotransposons	Ty3_gypsy	Osvaldo
14.61631251757173	1.5660908988833169	0.5404029710134259	1.9727702401118565	0.04852174521387025	0.3364808606007604	TF001185|Pao_Bel_Ele192	Class I	LTR Retrotransposons	Pao_Bel	NA
902.1245319594115	1.5516162816327754	0.2881780284595217	3.6491896597886835	2.630688340184724e-4	0.003823507299912318	TF000519|Pao_Bel_Ele94	Class I	LTR Retrotransposons	Pao_Bel	NA
252.0709281033692	1.5454818429807868	0.31291038991884235	3.34115413442151	8.343089229316459e-4	0.011496126847149042	TF000595|Pao_Bel_Ele124	Class I	LTR Retrotransposons	Pao_Bel	NA
158.64095929443545	1.535231422272496	0.3282593402731876	3.1536998198160773	0.0016121481868700681	0.019889409607780725	TF000245|Pao_Bel_Ele47	Class I	LTR Retrotransposons	Pao_Bel	NA
106.88313838805256	1.5335600113479622	0.38942373084036314	2.654075572429998	0.007952601390744812	0.07823558298571837	TF000736|Ty1_copia_Ele73	Class I	LTR Retrotransposons	Ty1_copia	NA
13.123945950475662	1.5065637642130603	0.578939385561358	1.7386341114744923	0.08209914240624036	0.5015565058874745	TF000226|Pao_Bel_Ele7	Class I	LTR Retrotransposons	Pao_Bel	NA
83.87584661858786	1.5052826242003747	0.37786294802263115	2.6604424420574992	0.00780380641266315	0.0781116849418453	TF000379|Ty3_gypsy_Ele97	Class I	LTR Retrotransposons	Ty3_gypsy	Mag
206.46308311785936	1.5012182098235618	0.3280253739193184	3.0522584209288115	0.0022712647140941617	0.026481449029163797	TF000522|Pao_Bel_Ele100	Class I	LTR Retrotransposons	Pao_Bel	NA
24.748097666060588	1.5000963707352961	0.5049138731046604	1.9807266625212978	0.047621935035310835	0.33241363863463685	TF000070|I_Ele6	Class I	Non-LTR Retrotransposons	I	NA
14.55482938979755	1.4856999331427343	0.44688060970629395	2.2057343991509764	0.027402601877753018	0.21536415253552557	TF001012|Tc1_Ele15	Class II	Cut and paste DNA transposon	Tc1	NA
195.2301319675207	1.4786188248630658	0.310202474355845	3.1547743998342677	0.0016062225487020333	0.019889409607780725	TF000131|Pao_Bel_Ele16	Class I	LTR Retrotransposons	Pao_Bel	NA
63.980847912561636	1.4404005161113813	0.4412039836458455	2.131441580242487	0.03305278043298255	0.24353472249579503	TF001084|Ty1_copia_Ele117	Class I	LTR Retrotransposons	Ty1_copia	NA
697.1583298185897	1.40883806709572	0.35308587560528226	2.573985905093858	0.010053436871893015	0.09356751334279376	TF000641|Ty1_copia_Ele29	Class I	LTR Retrotransposons	Ty1_copia	NA
671.7437047290922	1.3968263551967621	0.3399946744587369	2.6377658903760404	0.008345417308682001	0.0812338327019413	TF000667|Ty1_copia_Ele43	Class I	LTR Retrotransposons	Ty1_copia	NA
178.20258340045078	1.3922191528513326	0.3010709515004536	2.963484681616613	0.00304177201097424	0.033617917746288216	TF000669|Ty1_copia_Ele45	Class I	LTR Retrotransposons	Ty1_copia	NA
171.55402579389593	1.3862751658388763	0.31003174792561344	2.858659384946351	0.004254353255857595	0.04382396897538746	TF001002|Ty1_copia_Ele159	Class I	LTR Retrotransposons	Ty1_copia	NA
1.1039873791654067	1.3796271489712002	1.4485792109997127	0.6072344144467877	0.543695356469022	1	TF001032|Ty1_copia_Ele175	Class I	LTR Retrotransposons	Ty1_copia	NA
13.35290968678777	1.3781005448582173	0.47238632748265447	1.8588610503136551	0.06304683622777817	0.4154825666936189	TF001108|Pogo_Ele16	Class II	Cut and paste DNA transposon	pogo	NA
767.563679963524	1.37506643309461	0.2667694953920554	3.2802342404575775	0.0010372093208258653	0.013930115055648647	TF000642|Ty1_copia_Ele30	Class I	LTR Retrotransposons	Ty1_copia	NA
104.22988782580303	1.354323416599778	0.3255702893525272	2.6240828617955287	0.00868826450641363	0.08304728505680055	TF001005|Tc1_Ele8	Class II	Cut and paste DNA transposon	Tc1	NA
3.6700483064832357	1.341540504845377	0.8140886311667538	1.0337209888796495	0.3012666179967373	1	TF000152|I_Ele38	Class I	Non-LTR Retrotransposons	I	NA
62.152499962260556	1.3275649642965661	0.462761008011042	1.7883204288396302	0.0737243257840886	0.4683922733947186	TF000609|Pao_Bel_Ele102	Class I	LTR Retrotransposons	Pao_Bel	NA
29.528642874478713	1.3232280813128205	0.44857905051124713	1.8351906545225074	0.0664774453669565	0.43180366020636757	TF000506|Pao_Bel_Ele225	Class I	LTR Retrotransposons	Pao_Bel	NA
189.85063508904403	1.3152574755967266	0.2630124273083838	3.0996918432330642	0.0019372207731873025	0.023625186670709515	TF000801|Pao_Bel_Ele200	Class I	LTR Retrotransposons	Pao_Bel	NA
28.615254853833	1.3135306385349557	0.33170765521990825	2.452553101301262	0.014184644170493864	0.1233598972532294	TF000274|Pao_Bel_Ele105	Class I	LTR Retrotransposons	Pao_Bel	NA
757.9156416687301	1.3086320504993214	0.2679031784516455	3.018374231962587	0.0025413486227689915	0.028684796688913827	TF000996|Ty1_copia_Ele143	Class I	LTR Retrotransposons	Ty1_copia	NA
73.6910089645825	1.2834572956625125	0.3290592004429069	2.3809007455436446	0.017270364584575485	0.14542743511297293	TF000162|L1_Ele14	Class I	Non-LTR Retrotransposons	L1	NA
590.0126552049397	1.2815794286184887	0.26961516161373006	2.8988704638882115	0.0037450958468118177	0.0397670146860515	TF000104|Ty3_gypsy_Ele13	Class I	LTR Retrotransposons	Ty3_gypsy	Mdg3
85.00951758208635	1.2675150899929495	0.29232944545779116	2.6255141311235763	0.008651821755975828	0.08304728505680055	TF000613|Pao_Bel_Ele160	Class I	LTR Retrotransposons	Pao_Bel	NA
63.660267877268346	1.248037722767634	0.3453907345398871	2.16577240777502	0.03032858280602917	0.22984733112283534	TF000500|Pao_Bel_Ele213	Class I	LTR Retrotransposons	Pao_Bel	NA
276.8420942799916	1.2447723170070168	0.29515051166551143	2.5233644787004583	0.01162378542754949	0.1072420551185218	TF000372|Ty3_gypsy_Ele87	Class I	LTR Retrotransposons	Ty3_gypsy	Mag
362.5322326526255	1.234866707396983	0.1980993088726391	3.7095874366196773	2.075972552061129e-4	0.0031465812539097967	TF001047|Ty1_copia_Ele222	Class I	LTR Retrotransposons	Ty1_copia	NA
21.544184130851637	1.231561753451992	0.4196526908513085	1.743255242729277	0.08128903966189911	0.5015565058874745	TF000892|ITmD37E_Ele1	Class II	Cut and paste DNA transposon	ITmD37E	NA
251.4479156609701	1.2026654271976485	0.2700694514797847	2.60179529135025	0.009273718947370665	0.08785192681393103	TF000926|Ty3_gypsy_Ele196	Class I	LTR Retrotransposons	Ty3_gypsy	Osvaldo
190.02957691193964	1.1898699740197	0.2176554534012871	3.169550605046409	0.0015267486953742817	0.01975463860722089	TF000403|Pao_Bel_Ele60	Class I	LTR Retrotransposons	Pao_Bel	NA
24.93017546169902	1.177364380663471	0.39573413657786605	1.7116652774032053	0.0869583710120969	0.5242206343399705	TF000929|Ty3_gypsy_Ele193	Class I	LTR Retrotransposons	Ty3_gypsy	Osvaldo
534.2940806231794	1.1746903067427465	0.29756731761293986	2.2673535257670627	0.02336863810238598	0.18926812997428644	TF000608|Pao_Bel_Ele104	Class I	LTR Retrotransposons	Pao_Bel	NA
147.7969848398118	1.171148059784543	0.3550389154716756	1.8903506926639595	0.058711073220180016	0.3917764068340314	TF000053|L1_Ele5	Class I	Non-LTR Retrotransposons	L1	NA
104.79537581573925	1.1676378418063649	0.31153764409690887	2.143040670868928	0.032109832739570854	0.2382414862705222	TF000124|Ty3_gypsy_Ele33	Class I	LTR Retrotransposons	Ty3_gypsy	Mag
79.1236798859426	1.1612184882865944	0.24917727925770483	2.6536066621176446	0.007963659719564168	0.07823558298571837	TF000908|AeHerves3	Class II	Cut and paste DNA transposon	hAT	NA
7.990633319358729	1.1485491176871496	0.5700094725578473	1.1377865612949647	0.2552096178441583	1	TF001172|Pao_Bel_Ele166	Class I	LTR Retrotransposons	Pao_Bel	NA
28.879360510546217	1.1274228459321767	0.40531184954716704	1.548000253713683	0.1216222354266084	0.6583734274879158	TF000203|I_ele22	Class I	Non-LTR Retrotransposons	I	NA
390.96206695141797	1.1221396412324394	0.31399073476130734	1.9813949023221458	0.047547004994999045	0.33241363863463685	TF000504|Pao_Bel_Ele221	Class I	LTR Retrotransposons	Pao_Bel	NA
1.0296281757248362	1.1148580564074775	1.4363541214205897	0.42806857113994123	0.6686011977930418	1	TF000912|ITmD41D_Ele1	Class II	Cut and paste DNA transposon	DD41D	NA
174.62761591342846	1.1118773571826042	0.24405809536580345	2.507097157607083	0.012172724729426009	0.11133845636138788	TF000606|Pao_Bel_Ele114	Class I	LTR Retrotransposons	Pao_Bel	NA
24.357224761177214	1.1118269943952397	0.4168146419872764	1.4678634883798447	0.14214130768474856	0.7465937002649417	TF000287|Pao_Bel_Ele131	Class I	LTR Retrotransposons	Pao_Bel	NA
38.741484020198925	1.105072766024561	0.4089076526095448	1.479729621500454	0.13894541717924125	0.7334382469013679	TF000267|Pao_Bel_Ele91	Class I	LTR Retrotransposons	Pao_Bel	NA
35.76142087225451	1.10230891652929	0.346140966706638	1.7400682798686467	0.08184702926147047	0.5015565058874745	TF000265|Pao_Bel_Ele87	Class I	LTR Retrotransposons	Pao_Bel	NA
2.530262890614793	1.1008800834711827	0.9767489899462561	0.6151837264804799	0.538433393619943	1	TF000217|L1_Ele29	Class I	Non-LTR Retrotransposons	L1	NA
39.73392605912997	1.0844554809308196	0.40078148991281054	1.4582896057848556	0.144760734026015	0.7528977392235389	TF001078|Ty1_copia_Ele195	Class I	LTR Retrotransposons	Ty1_copia	NA
0.9971414277657574	1.0775148397337777	1.6680077075991693	0.3462303184228196	0.7291696313317928	1	TF000734|mTA_Ele11	Class II	MITEs	MITEs	NA
19.011774143302564	1.0708624507260984	0.36047572001509626	1.583636342281781	0.11327649870515029	0.6292479849537406	TF000069|Jockey_Ele3	Class I	Non-LTR Retrotransposons	Jockey	NA
